owner_name,owner_monthly,owner_push_size,owner_push_distinct_size,owner_push_ct,owner_fork_ct,owner_watch_ct,owner_commitcomment_ct,owner_issuecomment_ct,owner_issueopen_ct,owner_issueclose_ct,owner_pullopen_ct,owner_pullopen_comment_ct,owner_pullopen_review_ct,owner_pullopen_commit_ct,owner_pullopen_add_ct,owner_pullopen_delete_ct,owner_pullopen_changefile_ct,owner_pullclose_ct,owner_pullclose_comment_ct,owner_pullclose_review_ct,owner_pullclose_commit_ct,owner_pullclose_add_ct,owner_pullclose_delete_ct,owner_pullclose_changefile_ct,owner_pushactor_actor_ct,owner_pullactor_actor_ct,repo_owner_name,repo_monthly,repo_ct
YangYmimi,2017-01,15,15,15,,,,,,,,,,,,,,,,,,,,,2,,YangYmimi,2017-01,2
zdl0320,2017-06,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,zdl0320,2017-06,1
teun2408,2017-05,24,24,20,,,,,,,,,,,,,,,,,,,,,3,,teun2408,2017-05,4
ouyben,2017-04,2,2,2,,2,,,,,,,,,,,,,,,,,,,1,,,,
ismasaga,2017-03,4,4,4,1,1,,,,,,,,,,,,,,,,,,,1,,ismasaga,2017-03,2
selsemore,2017-08,4,4,2,1,,,,,,1,0,0,2,3,1,2,1,0,0,2,3,1,2,1,1,,,
MatheusTulio,2017-04,3,3,2,,,,,,,,,,,,,,,,,,,,,1,,MatheusTulio,2017-04,1
victorlaerte,2017-05,39,39,33,,1,,,,,,,,,,,,,,,,,,,2,,victorlaerte,2017-05,1
DouYishun,2017-04,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,
dojj,2017-11,273,272,271,,,,,,,1,0,0,1,461,0,6,1,0,0,1,461,0,6,1,1,dojj,2017-11,2
markfili,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ntinoskio,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
jmks,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,jmks,2017-12,1
silberman,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
rodm,2017-03,154,153,60,2,,,6,2,,1,0,0,1,134,72,5,2,6,0,4,282,147,11,2,1,rodm,2017-03,3
tobsecret,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tobsecret,2017-07,1
EvAiken,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,EvAiken,2017-02,2
feibi8597,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,feibi8597,2017-09,1
suuscharlotte,2017-01,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,
DongXuC,2017-09,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,
ozihler,2017-11,39,38,38,,,,,,,,,,,,,,,,,,,,,1,,ozihler,2017-11,1
metricfire,2017-06,1,1,1,,,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,,,
Olusiji,2017-06,5,5,3,,,,,,,,,,,,,,,,,,,,,1,,Olusiji,2017-06,1
arunajyothin,2017-03,4,4,3,,,,,,,,,,,,,,,,,,,,,1,,arunajyothin,2017-03,1
participator,2017-11,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,participator,2017-11,1
BirendraRai1,2017-12,5,5,5,1,,,,,,,,,,,,,,,,,,,,1,,BirendraRai1,2017-12,1
cardeliverynetwork,2017-07,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,
jacoblwe20,2017-11,2,1,1,1,,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,,,,,
RoadRunnr,2017-05,528,281,3,1,2,,1,,,1,0,0,1,66,0,1,1,1,3,2,66,0,1,,,,,
azjgard,2017-07,168,168,103,,,2,,,,,,,,,,,,,,,,,,4,,azjgard,2017-07,1
Rikiponn,2017-12,114,114,88,,,,,,,,,,,,,,,,,,,,,1,,Rikiponn,2017-12,1
yujjjang,2017-08,11,11,11,,,,,,,,,,,,,,,,,,,,,1,,,,
brunob182,2017-06,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
dvf,2017-12,8,8,7,111,350,,23,2,3,1,0,0,3,9,9,2,1,3,0,6,43,4,3,1,,,,
bkim121,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,bkim121,2017-11,1
ManifoldFR,2017-10,9,9,7,,,,,,,,,,,,,,,,,,,,,1,,ManifoldFR,2017-10,2
dxtrlws,2017-02,41,38,31,,,,,,,,,,,,,,,,,,,,,7,,dxtrlws,2017-02,11
jimmytsang,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,jimmytsang,2017-03,1
RShutov,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,
malept,2017-10,58,51,12,,,,1,,1,1,0,0,4,72,18,4,1,1,3,4,72,18,4,1,,malept,2017-10,2
anirudh2151,2017-11,69,50,7,,,,1,,,3,0,0,20,132,38,12,3,0,0,20,132,38,12,1,1,anirudh2151,2017-11,2
factorsofx,2017-12,21,12,10,,,,,,,2,0,0,11,1143,1158,138,2,0,0,11,1143,1158,138,1,1,factorsofx,2017-12,1
Youssef-rsy,2017-12,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,Youssef-rsy,2017-12,2
taktik,2017-11,54,30,29,3,1,,3,2,,4,0,0,19,12394,4555,38,3,1,0,19,12390,4550,37,1,4,,,
leifnel,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,leifnel,2017-04,1
saksham-aggarwal,2017-12,52,46,48,,,,,,,,,,,,,,,,,,,,,4,,,,
schempp,2017-12,9,9,8,,,,,,,,,,,,,,,,,,,,,1,,schempp,2017-12,3
Power-Switch,2017-05,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
bonyuta0204,2017-10,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
milikhin,2017-10,14,14,13,,,,1,,,,,,,,,,,,,,,,,,,,,
tnsengimana,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tnsengimana,2017-02,1
sianux1209,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,sianux1209,2017-10,1
iwasaki-d,2017-04,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
MarkMendell,2017-06,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,MarkMendell,2017-06,1
hucmaggie,2017-07,11,5,5,,,,1,,,3,0,0,3,4,1,3,3,1,1,4,4,2,3,1,1,hucmaggie,2017-07,1
jeffreylo,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,jeffreylo,2017-05,1
szheng3,2017-12,10,10,10,,,,2,4,,,,,,,,,,,,,,,,4,,szheng3,2017-12,3
LauraMolennor,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
IgnatiusPunset,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,IgnatiusPunset,2017-10,1
ESIPFed,2017-12,65,42,40,,4,,21,5,6,6,0,0,7,56,29,8,8,5,0,9,158,41,10,,,,,
bitsauce,2017-09,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
KrishnaDIN,2017-01,1,1,2,,,,,,,,,,,,,,,,,,,,,1,,KrishnaDIN,2017-01,1
CongSon1293,2017-03,199,135,128,,,,,,,,,,,,,,,,,,,,,5,,CongSon1293,2017-03,3
TomiS,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,TomiS,2017-09,1
mAtthEwwww,2017-05,11,11,11,,,,,,,,,,,,,,,,,,,,,1,,mAtthEwwww,2017-05,1
thatosmk,2017-04,95,17,11,,,,,,,3,0,0,23,313505,39893,947,2,0,0,18,292977,66,40,1,,thatosmk,2017-04,1
FliPPeh,2017-04,11,11,10,,1,,,,,,,,,,,,,,,,,,,1,,FliPPeh,2017-04,1
lishuhao,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
12mo2525,2017-04,6,4,6,,,,,1,,,,,,,,,,,,,,,,5,,12mo2525,2017-04,5
vaibhaw2731,2017-10,94,93,14,,,,,,,1,0,0,1,1,0,1,1,0,0,1,1,0,1,7,1,vaibhaw2731,2017-10,8
B-Reif,2017-11,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,B-Reif,2017-11,1
alex-saunders,2017-05,92,64,62,,3,,,2,,18,0,0,24,48942,38212,434,18,0,0,24,48942,38212,434,1,2,,,
drbeermann,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
BuchananTechnologies,2017-12,7,7,5,,,,,,,,,,,,,,,,,,,,,1,,,,
Evan43789596,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
oyvindpg,2017-09,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
ezdzdev,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
MiyashitaLab,2017-10,32,32,29,,2,,4,1,,,,,,,,,,,,,,,,1,,MiyashitaLab,2017-10,1
scala-native,2017-01,204,134,109,6,84,,67,10,11,20,0,0,33,14305,2672,198,21,35,19,76,16701,4347,315,2,5,,,
huasxin,2017-09,3,3,1,,1,,,,,,,,,,,,,,,,,,,1,,huasxin,2017-09,3
JoaoRoxoNeves,2017-11,48,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
dimonze,2017-08,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
jasminenoack,2017-12,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,jasminenoack,2017-12,1
redavis22,2017-07,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,redavis22,2017-07,1
liu20682402,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,liu20682402,2017-03,1
Thepatter,2017-05,40,40,36,,,,,,,,,,,,,,,,,,,,,,,,,
Yishin26,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
erichare,2017-03,12,12,12,,1,,,,,,,,,,,,,,,,,,,1,,erichare,2017-03,1
DieBauer,2017-01,301,301,11,,,,,,,,,,,,,,,,,,,,,,,,,
arjunnandakumar,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
WilsonRU,2017-06,9,9,9,,,,,,,,,,,,,,,,,,,,,1,,WilsonRU,2017-06,1
alu0100841565,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
aaronmohr,2017-04,14,14,10,,,,,,,,,,,,,,,,,,,,,3,,aaronmohr,2017-04,3
captainanderz,2017-09,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,captainanderz,2017-09,1
RuslikMer,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,RuslikMer,2017-11,1
fnakashima,2017-04,184,99,7,,,,,,,,,,,,,,,,,,,,,,,,,
mkumbobeaty,2017-01,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,
manchinelearning1001,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,manchinelearning1001,2017-07,1
tmougari,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tmougari,2017-01,2
eclin,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,eclin,2017-11,3
jgiara,2017-01,61,61,61,,,,,,,,,,,,,,,,,,,,,,,jgiara,2017-01,1
VerySleepy,2017-08,3,3,1,1,4,,2,,,,,,,,,,1,5,0,2,115,45,5,,,,,
ParentSquare,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,
zltningx,2017-03,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
webstr2,2017-08,3,2,2,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,webstr2,2017-08,1
GudenTorson,2017-08,56,56,56,,,,,,,,,,,,,,,,,,,,,3,,GudenTorson,2017-08,3
Dowwie,2017-02,155,155,146,2,13,,,,,,,,,,,,,,,,,,,7,,Dowwie,2017-02,7
songyi1999,2017-02,36,36,1,,,,,,,,,,,,,,,,,,,,,1,,songyi1999,2017-02,2
bcrumpton,2017-02,50,50,40,,,,15,,,9,0,0,10,98,60,12,,,,,,,,10,9,bcrumpton,2017-02,9
quiraqrida,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,quiraqrida,2017-09,2
RuLemur,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
schionato,2017-01,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,schionato,2017-01,1
andersdissing,2017-11,26,26,23,2,2,,,,,,,,,,,,,,,,,,,2,,andersdissing,2017-11,2
PeteW,2017-12,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,PeteW,2017-12,1
twentybelow,2017-07,1313,1637,8,,,,,,,,,,,,,,,,,,,,,1,,,,
Es7evam,2017-12,8,8,8,,1,,,,,,,,,,,,,,,,,,,1,,Es7evam,2017-12,3
MrZYX,2017-10,377,9,18,1,,,,,,,,,,,,,,,,,,,,,,,,
AGarlicMonkey,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
NeQuissimus,2017-05,1773,1772,61,1,,,,,,,,,,,,,,,,,,,,,,,,
lomotony,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,lomotony,2017-03,1
eelpie,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
nichung,2017-03,126,126,28,,,,1,3,1,,,,,,,,,,,,,,,2,,nichung,2017-03,2
peiyanhuang,2017-05,32,32,27,,,,,,,,,,,,,,,,,,,,,,,,,
praboop,2017-12,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,praboop,2017-12,1
jonathanLindquist,2017-12,5,5,5,,,,,,,,,,,,,,,,,,,,,3,,jonathanLindquist,2017-12,3
negi111111,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
limist,2017-10,2,2,1,3,5,,5,,,3,0,0,3,72,12,5,1,0,0,1,22,12,1,,2,,,
klimantje,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
igormulyar,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
SupersonicAds,2017-09,29,25,21,,1,,,,,3,0,0,5,35,13,7,4,0,3,12,48,19,10,3,1,SupersonicAds,2017-09,3
stanzapo,2017-07,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,stanzapo,2017-07,3
Rhwarang,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Rhwarang,2017-09,2
bahrus,2017-10,129,129,130,1,2,,,,,1,0,0,1,1,1,1,,,,,,,,2,1,bahrus,2017-10,2
SofieStaal,2017-09,11,11,11,,,,,,,,,,,,,,,,,,,,,1,,SofieStaal,2017-09,2
tong123,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tong123,2017-02,1
usgo,2017-04,5,5,5,1,1,,2,1,2,,,,,,,,,,,,,,,,,,,
mtran45,2017-02,25,23,14,,,,,,,,,,,,,,,,,,,,,1,,mtran45,2017-02,1
DeDuck333,2017-01,13,13,13,,,,,,,,,,,,,,,,,,,,,1,,DeDuck333,2017-01,1
rtrvale,2017-04,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
ohjames,2017-10,116,110,110,7,30,,51,6,8,2,0,0,2,8,8,2,2,10,0,2,8,8,2,,2,,,
wendongz,2017-02,8,8,6,,,,,,,,,,,,,,,,,,,,,1,,wendongz,2017-02,1
asciinema,2017-09,512,330,152,35,300,,124,29,18,22,0,0,180,3098,1634,162,24,54,6,118,2198,1048,134,,2,asciinema,2017-09,1
ckeyer,2017-12,1035,1304,30,1,,,,,,2,0,0,3,16452,10497,220,,,,,,,,3,2,ckeyer,2017-12,3
AterniusHSE,2017-09,17,17,17,,,,,,,,,,,,,,,,,,,,,4,,AterniusHSE,2017-09,4
FreeUKGen,2017-05,383,128,122,1,,,271,101,62,2,0,0,6,111,1,8,2,3,0,8,120,1,8,,,,,
RKennedy9064,2017-08,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
JessReiszel,2017-10,24,24,24,,,,,,,,,,,,,,,,,,,,,3,,JessReiszel,2017-10,4
apapaber,2017-08,14,10,9,,,,,,,,,,,,,,,,,,,,,3,,apapaber,2017-08,2
DennisRippinger,2017-03,50,50,3,,,,,,,,,,,,,,,,,,,,,1,,DennisRippinger,2017-03,1
jeffeinhaus,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,jeffeinhaus,2017-02,3
johnf77,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ismaelmedeiros,2017-10,8,8,8,,,,,,,,,,,,,,,,,,,,,2,,ismaelmedeiros,2017-10,1
brucevsked,2017-10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
FooFighter007,2017-08,11,11,11,,,,,,,,,,,,,,,,,,,,,2,,FooFighter007,2017-08,2
Aditya-Sinha1990,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
1aldebaran,2017-05,150,129,7,,,,,,,2,0,0,19,2340,445,112,2,0,0,19,2340,445,112,1,1,1aldebaran,2017-05,2
adaptdk,2017-04,52,49,47,,,,,,,,,,,,,,1,0,0,3,45,17,4,2,,adaptdk,2017-04,1
DanICT,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
erdprt,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
rajvansia,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
martyrosner,2017-10,25,23,11,1,,,,,,1,0,0,1,44,43,1,1,0,0,1,44,43,1,3,1,martyrosner,2017-10,4
batschz,2017-06,10,10,8,,,,,,,,,,,,,,,,,,,,,3,,batschz,2017-06,2
m3tdesenvolvimento,2017-03,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,m3tdesenvolvimento,2017-03,1
mmadog,2017-03,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,mmadog,2017-03,1
Frankkkkkz,2017-11,2,2,1,,,,,,,,,,,,,,,,,,,,,1,,Frankkkkkz,2017-11,1
alongwithyou,2017-06,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,alongwithyou,2017-06,2
gcarreno,2017-05,14,14,11,,,,,,,1,0,0,1,10082,0,5,1,0,0,1,10082,0,5,1,1,gcarreno,2017-05,1
DisasterPower6141,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,DisasterPower6141,2017-04,1
iamBRJ,2017-09,11,10,10,,,,,,,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,iamBRJ,2017-09,2
JosephAgborbock,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,JosephAgborbock,2017-07,2
apathyhill,2017-09,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
evfrenkel,2017-11,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
prateekATacadgild,2017-03,2,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,
eXtensibleCatalog,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
dev579,2017-12,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,
namrata-b,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,,,
ZachBeck,2017-02,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,,,
pssomprakash,2017-11,0,0,2,,,,,,,,,,,,,,,,,,,,,1,,pssomprakash,2017-11,1
jac32,2017-06,37,37,6,,,,,,,,,,,,,,,,,,,,,2,,jac32,2017-06,2
aedancullen,2017-12,190,148,80,,,,,,,,,,,,,,,,,,,,,1,,aedancullen,2017-12,1
kawanatenngo,2017-04,5,5,3,,,,,,,,,,,,,,,,,,,,,1,,kawanatenngo,2017-04,3
paskevich,2017-03,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,paskevich,2017-03,1
jiwantoko,2017-04,12,12,12,,,,,,,,,,,,,,,,,,,,,2,,jiwantoko,2017-04,1
morariu27,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,morariu27,2017-04,1
johatl,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,johatl,2017-05,1
kuntau,2017-01,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
sonali11sahu,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
TjardaDeVries,2017-09,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
HHqZz,2017-02,36,36,32,,,,,,,,,,,,,,,,,,,,,2,,HHqZz,2017-02,1
ericxu10101,2017-10,44,22,22,,,,,,,4,0,0,22,2162,40,76,4,0,0,22,2162,40,76,,,ericxu10101,2017-10,1
KaiChan01,2017-01,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
Chick3nman,2017-06,15,15,6,,,,,,,2,0,0,9,71,17,3,2,0,0,9,71,17,3,1,1,Chick3nman,2017-06,1
homburgs,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
michaelstokes,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,michaelstokes,2017-02,1
1000monkeys,2017-03,4,4,4,2,,,,,,,,,,,,,,,,,,,,1,,1000monkeys,2017-03,1
Sullivanstatistics,2017-02,455,455,437,,,,,,,,,,,,,,,,,,,,,6,,Sullivanstatistics,2017-02,5
ianwhite,2017-08,21,19,4,1,1,,15,,5,1,0,0,1,1,1,1,9,14,1,60,1168,733,79,,,,,
FirmanFathurochman,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,FirmanFathurochman,2017-12,1
Nelsonater,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Nelsonater,2017-08,1
LuisZ1,2017-11,31,31,22,,,,,,,,,,,,,,,,,,,,,1,,LuisZ1,2017-11,1
Cowfactory,2017-05,9,9,9,,,,,,,,,,,,,,,,,,,,,2,,Cowfactory,2017-05,1
toastman,2017-09,2,2,1,1,,,,,,1,0,0,1,7,2,2,1,0,0,1,7,2,2,,1,,,
svider,2017-01,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,svider,2017-01,1
viktriom,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,viktriom,2017-11,3
gergelypolonkai,2017-07,2,2,1,,,,1,,,,,,,,,,,,,,,,,1,,gergelypolonkai,2017-07,1
saigopi,2017-08,12,12,12,,,,,,,,,,,,,,,,,,,,,3,,saigopi,2017-08,3
Aleksahka,2017-01,17,17,17,,,,,,,1,0,0,1,9,8,1,1,0,0,1,9,8,1,1,1,Aleksahka,2017-01,2
hieudien,2017-03,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,hieudien,2017-03,2
TravisSalad,2017-06,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,
larazupan,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,2,,larazupan,2017-02,2
Clcanny,2017-07,232,232,153,2,2,,,,,,,,,,,,,,,,,,,4,,Clcanny,2017-07,2
dhs17y2mokjinghuanfaith,2017-01,17,17,17,,,,,,,,,,,,,,,,,,,,,2,,dhs17y2mokjinghuanfaith,2017-01,2
oilshell,2017-09,160,120,122,2,30,,40,9,4,2,0,0,4,19,6,5,2,1,6,4,19,6,5,,1,,,
Olena-Stotska,2017-07,9,9,9,,,,,,,,,,,,,,,,,,,,,2,,Olena-Stotska,2017-07,3
pubsublab,2017-03,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,
CoLzAk,2017-08,5,5,5,,2,,,,,,,,,,,,,,,,,,,2,,,,
lml12377,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Program4All,2017-06,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
hekra01,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,hekra01,2017-02,1
rhundhausen,2017-03,3,3,3,,2,,,,,,,,,,,,,,,,,,,,,,,
mrebollob,2017-04,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
binhdarkcu,2017-03,14,14,13,,,,,,,,,,,,,,,,,,,,,1,,,,
Squierx,2017-11,8,8,8,,,,,,,,,,,,,,,,,,,,,2,,,,
nawidaz,2017-12,21,21,20,,,,,,,,,,,,,,,,,,,,,1,,,,
jujojujoju,2017-04,51,51,33,1,,,1,,,11,0,0,21,362339,72748,2263,12,0,0,24,363035,144621,2291,1,1,jujojujoju,2017-04,2
lzbin321,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,lzbin321,2017-08,1
DemonSkye,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,DemonSkye,2017-07,1
hanbert,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,hanbert,2017-12,1
Bhavyapulukuri,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
cmoulliard,2017-12,366,366,167,5,1,1,2,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,2,1,cmoulliard,2017-12,1
JohnBendfeldt,2017-04,162,146,143,,,,1,,,6,0,0,17,78,36,20,6,1,0,17,78,36,20,5,1,,,
ibrahimhuycn,2017-04,16,12,14,,,,,2,,1,0,0,1,1507,85,10,1,0,0,1,1507,85,10,,,ibrahimhuycn,2017-04,1
RdaZhongyao,2017-09,205,205,4,,,,,,,,,,,,,,,,,,,,,1,,RdaZhongyao,2017-09,1
bun4uk,2017-07,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylerrs,2017-04,2,2,1,,,,,,,,,,,,,,,,,,,,,1,,Jaylerrs,2017-04,1
Secunda,2017-09,7,7,7,,,,,,,,,,,,,,,,,,,,,1,,Secunda,2017-09,1
DeSmetT,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,DeSmetT,2017-03,3
Team5818,2017-04,26,18,13,,,,,,,,,,,,,,,,,,,,,,,,,
JenkinDU,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,JenkinDU,2017-05,1
moba1,2017-06,18,9,9,,,,,,,8,0,0,9,43,18,10,8,0,0,9,43,18,10,1,1,moba1,2017-06,1
jisazaTappsi,2017-03,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,jisazaTappsi,2017-03,1
dongjiebinxue,2017-03,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
1M0reBug,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
toniolio,2017-06,16,16,6,,,,,,,,,,,,,,,,,,,,,,,,,
sergeyKhashimov,2017-10,10,10,8,,,,,,,,,,,,,,,,,,,,,1,,sergeyKhashimov,2017-10,2
mayoscuro,2017-05,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,
darkwarz,2017-12,20,20,20,,,,,,,,,,,,,,,,,,,,,6,,darkwarz,2017-12,7
siggame,2017-10,999,162,119,1,2,1,21,8,5,23,0,0,388,86881,45365,771,22,11,17,169,37341,22176,692,3,3,,,
clee1060,2017-06,8,7,6,,,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,2,1,clee1060,2017-06,2
PinGool,2017-11,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,PinGool,2017-11,2
Torben1997,2017-10,4,4,4,,,,,,,,,,,,,,,,,,,,,4,,Torben1997,2017-10,4
aravenmorsi,2017-01,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,
satyanarayana541,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,satyanarayana541,2017-12,1
MISoftware,2017-02,11,11,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
aarongut,2017-04,12,9,8,,,,,,,,,,,,,,,,,,,,,1,,aarongut,2017-04,1
RaulitoGC,2017-11,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
lukestuts,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,lukestuts,2017-05,1
12Dong,2017-10,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,
joside,2017-11,6,3,3,,,,,,,1,0,0,2,2298,2415,10,1,0,0,3,2297,2415,10,1,1,,,
